x,y,index,rank,name,birthplace,lat,lon,size,country,dob,genre
191.619787,134.8381237,38,0.0016369633659470088,Girolamo Frescobaldi,Ferrara,44.838123700000004,11.619786999999999,5.5656754442198295,Italy,1583,baroque
184.585745,138.726087,39,0.00015179546201822298,Jean-Nicolas Geoffroy,Vitry-le-François,48.726087,4.585744999999999,0.5161045708619582,France,1633,baroque
191.8891721,132.400242,40,7.157428019950625e-05,Paolo Agostino,the Province of Viterbo,42.400242,11.8891721,0.24335255267832123,Italy,1580,baroque
184.4024643,141.2194475,41,0.0005234099937889285,Carolus Luython,Antwerp,51.2194475,4.402464299999999,1.779593978882357,Belgium,1557,baroque
184.835659,135.76404300000002,42,0.00018077530869985565,Jean-Marie Leclair,Lyon,45.764043,4.835659,0.6146360495795092,France,1697,classical
198.9157176,140.34838159999998,43,9.725295298770933e-05,Grzegorz Gerwazy Gorczycki,Bytom,50.348381599999996,18.9157176,0.3306600401582117,Poland,1660,baroque
195.815423,130.9607672,44,0.001470107680657602,Carlo Gesualdo,Venosa,40.9607672,15.815423000000001,4.998366114235846,Italy,1566,baroque
191.0766654,139.4521018,45,0.0014426000859255061,Johann Pachelbel,Nuremberg,49.4521018,11.076665400000001,4.904840292146721,Germany,1653,baroque
186.0240539,137.237829,46,0.00012140301305021278,Jean-Baptiste Besard,Besançon,47.237829,6.024053899999998,0.41277024437072346,France,1567,baroque
182.0807123,139.4295387,47,0.00022796317239683848,Pierre Dumage,Beauvais,49.42953869999999,2.0807123,0.7750747861492508,France,1674,classical
191.2009528,141.1885924,48,0.00014555813767826381,Georg Friedrich Kauffmann,Sömmerda (district),51.1885924,11.200952800000001,0.494897668106097,Germany,1679,baroque
191.02988,140.98476789999998,49,0.00012488776163818951,Wilhelm Hieronymus Pachelbel,Erfurt,50.98476789999999,11.02988,0.4246183895698443,Germany,1680,classical
189.9480311,135.88893969999998,50,0.0009084588207673435,Giovanni Legrenzi,Clusone,45.88893969999999,9.9480311,3.088759990608968,Italy,1626,baroque
189.6772698,135.6982642,51,0.0004538823086627546,Pietro Locatelli,Bergamo,45.698264200000004,9.677269800000001,1.5431998494533656,Italy,1695,classical
192.3155151,135.4408474,52,0.000739882121650628,Antonio Lotti,Venice,45.440847399999996,12.315515099999999,2.5155992136121355,Italy,1667,baroque
194.968707,141.1506269,53,7.157428019950625e-05,Johannes Nucius,Görlitz,51.1506269,14.968707,0.24335255267832123,Germany,1550,baroque
181.099971,139.443232,54,0.0003096729620500985,Jacques Duphly,Rouen,49.44323199999999,1.0999709999999998,1.0528880709703348,France,1715,classical
193.5682895,135.528319,55,0.0006961591295193201,Giuseppe Tartini,Piran,45.528319,13.568289499999999,2.3669410403656883,Slovenia,1692,classical
183.610998,141.49879620000002,56,7.157428019950625e-05,Pieter Bustijn,Middelburg,51.49879620000001,3.6109980000000004,0.24335255267832123,Netherlands,1649,baroque
192.4177003,135.4930475,57,0.0001499450143564683,Giovanni Croce,the Province of Venice,45.493047499999996,12.417700300000002,0.5098130488119922,Italy,1557,baroque
190.0628514,142.6175963,58,7.157428019950625e-05,Johann Ernst Galliard,Celle,52.6175963,10.062851400000001,0.24335255267832123,Germany,1687,baroque
106.88135960000002,130.7840016,59,0.0009654110590753456,Andreas Hammerschmidt,the Kingdom of Bohemia,40.7840016,-73.11864039999998,3.282397600856175,USA,1610,baroque
84.1327761,126.0869,60,9.185365958939012e-05,Christopher Simpson,Yorkshire,36.0869,-95.8672239,0.3123024426039264,USA,1600,baroque
183.3879338,140.6056475,61,8.374190783343657e-05,Géry de Ghersem,Tournai,50.605647499999996,3.3879337999999994,0.2847224866336843,Belgium,1570,baroque
181.099971,139.443232,62,0.00023953613460197013,François d'Agincourt,Rouen,49.44323199999999,1.0999709999999998,0.8144228576466984,France,1684,classical
196.8718715,131.1171432,63,0.00011785347178455154,Stefano Felis,Bari,41.1171432,16.8718715,0.40070180406747524,Italy,1538,baroque
190.0226511,135.133249,64,7.157428019950625e-05,Tiburtio Massaino,Cremona,45.133249,10.0226511,0.24335255267832123,Italy,1600,baroque
185.5796662,140.6325574,65,7.157428019950625e-05,Philippus Schoendorff,Liège,50.632557399999996,5.5796662,0.24335255267832123,Belgium,1558,baroque
182.3813621,133.0724667,66,7.157428019950625e-05,Guillaume Bouzignac,Aude,43.0724667,2.3813621,0.24335255267832123,France,1587,baroque
191.8891721,132.400242,67,7.157428019950625e-05,Giuseppe Antonio Bernabei,the Province of Viterbo,42.400242,11.8891721,0.24335255267832123,Italy,1622,baroque
193.3612671,128.1156879,68,7.157428019950625e-05,Ignazio Pollice,Palermo,38.1156879,13.361267100000001,0.24335255267832123,Italy,1700,baroque
174.948959,140.263195,69,0.00018074533916951935,Giles Farnaby,Truro,50.263195,-5.051041000000001,0.6145341531763658,UK,1560,baroque
179.8768089,141.5117797,70,0.0003003397720115661,Thomas Arne,Covent Garden,51.511779700000005,-0.12319110000000001,1.0211552248393247,UK,1710,classical
184.7533754,142.6323813,71,7.157428019950625e-05,Willem de Fesch,Alkmaar,52.6323813,4.753375399999999,0.24335255267832123,Netherlands,1687,classical
195.5796552,139.6043364,72,0.0009207092499871005,Johann Stamitz,Havlíčkův Brod,49.6043364,15.5796552,3.1304114499561417,Czechia,1717,classical
189.9836582,135.2014375,73,0.001535813692993899,Francesco Cavalli,the Province of Cremona,45.2014375,9.9836582,5.221766556179257,Italy,1602,baroque
197.2470303,130.46436060000002,74,0.0002630983589354505,Nicola Fago,Taranto,40.464360600000006,17.247030300000002,0.8945344203805317,Italy,1677,baroque
189.5845172,139.00136089999998,75,0.0011361953172072978,Johann Jakob Froberger,the Duchy of Württemberg,49.00136089999999,9.5845172,3.8630640785048125,Germany,1616,baroque
191.8142454,141.15202829999998,76,0.0003314455924501873,Johann Theile,Naumburg (Saale),51.1520283,11.814245399999999,1.1269150143306368,Germany,1646,baroque
190.8903099,133.9543733,77,0.001038028250606988,Bernardo Pasquini,the Province of Pistoia,43.95437329999999,10.8903099,3.529296052063759,Italy,1637,baroque
192.3155151,135.4408474,78,0.0008975972427690209,Benedetto Marcello,Venice,45.440847399999996,12.315515099999999,3.051830625414671,Italy,1686,baroque
193.0817903,131.4087476,79,0.0005706096482039578,Antonio Cifra,the Province of Latina,41.408747600000005,13.0817903,1.9400728038934565,Italy,1584,baroque
179.7684982,130.94078489999998,80,9.725295298770933e-05,Gaspar Sanz,Calanda,40.9407849,-0.2315018,0.3306600401582117,Spain,1640,baroque
181.327696,138.070369,81,0.00013241241836915789,Pierre Guédron,Châteaudun,48.070369,1.327696,0.4502022224551368,France,1570,baroque
194.9362955,139.8782223,82,7.157428019950625e-05,Samuel Capricornus,the Central Bohemian Region,49.8782223,14.936295499999998,0.24335255267832123,Czechia,1628,baroque
190.9252269,134.647128,83,0.0008339649873932556,Giovanni Bononcini,Modena,44.647128,10.9252269,2.8354809571370687,Italy,1670,baroque
190.6254901,141.41446,84,0.0009210122208704896,Johann Christoph Bach,Schwarzburg-Sondershausen,51.41446,10.6254901,3.1314415509596647,Germany,1642,baroque
192.3155151,135.4408474,85,9.725295298770933e-05,Giovanni Girolamo Kapsperger,Venice,45.440847399999996,12.315515099999999,0.3306600401582117,Italy,1580,baroque
190.77536130000001,135.1667728,86,0.0005249165891469634,Lodovico Grossi da Viadana,the Province of Mantua,45.1667728,10.775361300000002,1.7847164030996754,Italy,1560,baroque
188.9381144,144.31572269999998,87,8.703983232784216e-05,Johann Friedrich Alberti,Tönning,54.31572269999999,8.9381144,0.2959354299146634,Germany,1642,baroque
170.8606634,128.7222524,88,7.157428019950625e-05,Filipe da Madre de Deus,Lisbon,38.722252399999995,-9.1393366,0.24335255267832123,Portugal,1630,baroque
189.1829321,138.7758459,89,0.00012488776163818951,Charles Theodore Pachelbel,Stuttgart,48.7758459,9.1829321,0.4246183895698443,Germany,1690,baroque
190.5564736,134.585658,90,0.0007808809702891168,Maurizio Cazzati,the Province of Reggio Emilia,44.585658,10.556473599999999,2.654995298982997,Italy,1616,baroque
184.031696,139.258329,91,7.157428019950625e-05,Pascal Collasse,Reims,49.258328999999996,4.031696,0.24335255267832123,France,1649,baroque
190.9252269,134.647128,92,0.0003182512900187144,Orazio Vecchi,Modena,44.647128,10.9252269,1.0820543860636291,Italy,1550,baroque
171.1611733,131.8772779,93,7.157428019950625e-05,João Lourenço Rebelo,Caminha,41.877277899999996,-8.838826699999998,0.24335255267832123,Portugal,1610,baroque
190.9252269,134.647128,94,0.0002455318383759389,Antonio Maria Bononcini,Modena,44.647128,10.9252269,0.8348082504781922,Italy,1677,baroque
185.699039,140.7371584,95,7.157428019950625e-05,Daniel Danielis,Visé,50.7371584,5.699039,0.24335255267832123,Belgium,1635,baroque
192.3925407,137.4492375,96,8.33835673481664e-05,Benedikt Anton Aufschnaiter,Kitzbühel,47.4492375,12.3925407,0.28350412898376576,Austria,1665,baroque
192.6585371,131.7700866,97,0.0008604314886830751,Giacomo Carissimi,"Marino, Lazio",41.770086600000006,12.6585371,2.9254670615224554,Italy,1605,baroque
194.332644,130.901975,98,0.0018046295556602332,Francesco Durante,the Province of Naples,40.901975,14.332644,6.135740489244792,Italy,1684,classical
106.88135960000002,130.7840016,99,0.0002144723583944168,Christoph Demantius,the Kingdom of Bohemia,40.7840016,-73.11864039999998,0.7292060185410171,USA,1567,baroque
98.64909730000002,118.5982645,100,0.0001205419028917217,Domenico Zipoli,Prato,28.598264500000003,-81.35090269999998,0.4098424698318538,USA,1688,baroque
191.6276237,142.1205333,101,0.005756261019106617,George Frideric Handel,the Duchy of Magdeburg,52.1205333,11.6276237,19.5712874649625,Germany,1685,classical
190.6865593,143.86546729999998,102,0.0003516498176496862,Franz Tunder,Lübeck,53.86546729999999,10.6865593,1.195609380008933,Germany,1614,baroque
170.8606634,128.7222524,103,0.0001542392902401273,António Teixeira,Lisbon,38.722252399999995,-9.1393366,0.5244135868164329,Portugal,1707,classical
191.2558136,133.7695604,104,0.003069957918858933,Jean-Baptiste Lully,Florence,43.769560399999996,11.2558136,10.437856924120371,Italy,1632,baroque
190.51047690000001,135.60839199999998,105,0.00022601227973722768,Carlo Pallavicino,Salò,45.60839199999999,10.5104769,0.7684417511065741,Italy,1630,baroque
186.168426,139.357571,106,9.725295298770933e-05,Joseph Bodin de Boismortier,Thionville,49.357571,6.168425999999998,0.3306600401582117,France,1689,classical
192.3730747,141.3396955,107,0.0011601795373678467,Johann Schein,Leipzig,51.339695500000005,12.373074699999998,3.9446104270506788,Germany,1586,baroque
192.3730747,141.3396955,108,0.015069998256586356,Johann Sebastian Bach,Leipzig,51.339695500000005,12.373074699999998,51.23799407239361,Germany,1685,baroque
192.3155151,135.4408474,109,0.00025498295498177536,Marc'Antonio Ziani,Venice,45.440847399999996,12.315515099999999,0.8669420469380362,Italy,1650,baroque
193.8033656,140.353984,110,0.0002848711310364904,Václav Jan Kopřiva,Louny District,50.353984000000004,13.8033656,0.9685618455240673,Czechia,1708,classical
193.2017384,141.1045407,111,0.0007745685035116828,Christoph Graupner,the Electorate of Saxony,51.1045407,13.201738399999998,2.6335329119397213,Germany,1683,classical
179.19343,143.0700391,112,0.0003069634198857116,John Blow,Newark-on-Trent,53.07003910000001,-0.80657,1.0436756276114194,UK,1649,baroque
193.2017384,141.1045407,113,0.0001726877293306631,John Frederick Lampe,the Kingdom of Saxony,51.1045407,13.201738399999998,0.5871382797242545,Germany,1703,classical
184.0744009,138.2973451,114,0.0002078701048421607,Nicolas Siret,Troyes,48.2973451,4.0744009,0.7067583564633464,France,1663,classical
190.0422552,134.9809317,115,0.0001141151990979981,Tarquinio Merula,Busseto,44.980931700000006,10.0422552,0.38799167693319353,Italy,1590,baroque
192.1285285,134.1879103,116,0.00012750148018614687,Marco Uccellini,Forlimpopoli,44.18791029999999,12.1285285,0.43350503263289936,Italy,1700,baroque
191.4454373,141.0165423,117,0.00025587129460583817,Johann Tobias Krebs,Weimarer Land,51.0165423,11.4454373,0.8699624016598497,Germany,1690,classical
196.8718715,131.1171432,118,0.00021778443098475976,Pomponio Nenna,Bari,41.1171432,16.8718715,0.7404670653481832,Italy,1556,baroque
181.099971,139.443232,119,0.00013241241836915789,Charles Mouton,Rouen,49.44323199999999,1.0999709999999998,0.4502022224551368,France,1617,baroque
190.9027952,141.3018007,120,0.00021259278918334904,Constantin Christian Dedekind,Kyffhäuserkreis,51.3018007,10.9027952,0.7228154832233867,Germany,1628,baroque
197.2508787,139.593778,121,0.0006187738863665004,Gottfried Finger,Olomouc,49.593778,17.250878699999998,2.1038312136461013,Czechia,1660,baroque
193.0880514,140.9900976,122,7.157428019950625e-05,Johann Christoph Rothe,Mittelsachsen,50.990097600000006,13.088051400000001,0.24335255267832123,Germany,1653,baroque
192.8605385,140.8048038,123,0.0003972504994630317,Johann Ludwig Krebs,Saxe-Weimar,50.80480379999999,12.860538499999999,1.3506516981743077,Germany,1713,classical
195.257525,143.3675297,124,0.00010173978021782723,Andreas Hakenberger,Stargard County,53.3675297,15.257525,0.3459152527406126,Poland,1574,baroque
197.0067031,129.1309856,125,0.0014962876092137947,Leonardo Vinci,the Province of Crotone,39.1309856,17.006703100000003,5.087377871326902,Italy,1690,baroque
192.8022261,131.959817,126,0.001422045680193263,Giovanni Maria Nanino,"Tivoli, Lazio",41.959817,12.8022261,4.834955312657095,Italy,1540,baroque
192.881588,137.7303361,127,0.0001579205492709727,Andreas Hofer (composer),Bad Reichenhall,47.7303361,12.881588,0.5369298675213072,Germany,1629,baroque
172.1060683,128.156574,128,8.374190783343657e-05,Diogo Dias Melgás,"Cuba, Portugal",38.156574,-7.8939316999999996,0.2847224866336843,Portugal,1638,baroque
191.3426162,134.494887,129,0.00023466834241575883,Attilio Ariosti,Bologna,44.494887,11.3426162,0.79787236421358,Italy,1666,baroque
179.8564398,141.4955415,130,0.0015887008680567796,Henry Purcell,"Victoria, London",51.49554149999999,-0.1435602,5.401582951393051,UK,1659,baroque
196.6043199,130.666379,131,7.710502003311094e-05,Egidio Duni,Matera,40.666379,16.6043199,0.2621570681125772,Italy,1708,classical
193.2017384,141.1045407,132,0.0010158821185199123,Johann Kuhnau,the Electorate of Saxony,51.1045407,13.201738399999998,3.453999202967702,Germany,1660,baroque
184.4775362,141.0258761,133,0.0006451876875449018,Philippe de Monte,Mechelen,51.0258761,4.4775361999999985,2.193638137652666,Belgium,1521,baroque
172.6375402,128.7663221,134,0.0007407452764303231,John IV of Portugal,Vila Viçosa,38.766322100000004,-7.362459800000001,2.5185339398630986,Portugal,1604,baroque
196.6910569,131.1078251,135,7.157428019950625e-05,Nicola Logroscino,Bitonto,41.1078251,16.691056900000003,0.24335255267832123,Italy,1698,baroque
181.099971,139.443232,136,0.0002457547031789132,Gaspard Corrette,Rouen,49.44323199999999,1.0999709999999998,0.8355659908083048,France,1670,baroque
192.3155151,135.4408474,137,0.0004315498230036831,Antonio Caldara,Venice,45.440847399999996,12.315515099999999,1.4672693982125224,Italy,1670,baroque
190.6865593,143.86546729999998,138,0.0001462998664511643,Peter Hasse,Lübeck,53.86546729999999,10.6865593,0.49741954593395865,Germany,1580,baroque
182.252208,140.750115,139,7.157428019950625e-05,Jean Titelouze,Saint-Omer,50.750115,2.252208,0.24335255267832123,France,1560,baroque
192.8567281,132.40450900000002,140,0.0003499205479854044,Giuseppe Ottavio Pitoni,Rieti,42.404509000000004,12.8567281,1.189729863150375,Italy,1657,baroque
190.3279036,134.801485,141,7.157428019950625e-05,Marco Marazzoli,Parma,44.801485,10.327903599999999,0.24335255267832123,Italy,1600,baroque
186.1431577,136.2043907,142,0.003360561477342076,Jean-Jacques Rousseau,Geneva,46.2043907,6.143157700000001,11.42590902296306,Switzerland,1712,classical
190.9916215,135.43838419999997,143,7.157428019950625e-05,Joseph Abaco,Verona,45.43838419999999,10.991621499999999,0.24335255267832123,Italy,1710,classical
189.1582069,135.1847248,144,0.0004771618669006916,Caterina Assandra,Pavia,45.1847248,9.1582069,1.6223503474623515,Italy,1590,baroque
191.3426162,134.494887,145,0.0005065414240216894,Adriano Banchieri,Bologna,44.494887,11.3426162,1.722240841673744,Italy,1568,baroque
191.3307574,133.318809,146,0.000294663830593181,Agostino Agazzari,Siena,43.31880899999999,11.330757400000001,1.0018570240168154,Italy,1578,baroque
178.8602408,142.63687779999998,147,0.00020729928511846902,Robert Valentine (composer),Leicester,52.63687779999999,-1.1397591999999999,0.7048175694027946,UK,1671,baroque
189.4797461,141.3127114,148,7.157428019950625e-05,Moritz von Hessen-Kassel,the Landgraviate of Hesse-Kassel,51.3127114,9.4797461,0.24335255267832123,Germany,1572,baroque
190.9916215,135.43838419999997,149,0.000834821472325608,Stefano Bernardi,Verona,45.43838419999999,10.991621499999999,2.8383930059070672,Italy,1570,baroque
86.55423,134.942552,150,0.00034183279292242615,Thomas Tomkins,St Davids,44.942552,-93.44577,1.162231495936249,USA,1572,baroque
184.805528,133.949317,151,8.950348061590942e-05,Jean-Joseph Mouret,Avignon,43.94931700000001,4.805528,0.304311834094092,France,1682,baroque
171.5897427,130.2033145,152,9.725295298770933e-05,Carlos Seixas,Coimbra,40.203314500000005,-8.4102573,0.3306600401582117,Portugal,1704,baroque
192.8022261,131.959817,153,0.0005351414041860506,Giulio Caccini,"Tivoli, Lazio",41.959817,12.8022261,1.8194807742325718,Italy,1551,baroque
193.2017384,141.1045407,154,7.157428019950625e-05,Friedrich Wilhelm Zachau,the Electorate of Saxony,51.1045407,13.201738399999998,0.24335255267832123,Germany,1663,baroque
186.5915549,142.2414268,155,0.00018881129496276403,Unico Wilhelm van Wassenaer,Hof van Twente,52.2414268,6.5915549,0.6419584028733977,Netherlands,1692,classical
197.1077478,138.1485965,156,8.374190783343657e-05,Johann Kusser,Bratislava,48.148596500000004,17.1077478,0.2847224866336843,Slovakia,1660,baroque
193.2017384,141.1045407,157,0.00045119396598022177,Gottfried Heinrich Stölzel,the Electorate of Saxony,51.1045407,13.201738399999998,1.534059484332754,Germany,1690,baroque
190.7046119,140.9397179,158,0.00036328367928262494,Heinrich Bach,Gotha (district),50.9397179,10.7046119,1.2351645095609247,Germany,1615,baroque
104.63097409999999,130.094989,159,0.00010646647065221988,Paul Siefert,Royal Prussia,40.094989,-75.36902590000001,0.3619860002175476,USA,1586,baroque
190.9916215,135.43838419999997,160,0.00013241241836915789,Evaristo Felice Dall'Abaco,Verona,45.43838419999999,10.991621499999999,0.4502022224551368,Italy,1675,baroque
104.4006308,128.3606736,161,0.00011677185565047851,William Lawes,Salisbury,38.360673600000005,-75.5993692,0.39702430921162696,USA,1602,baroque
194.8010274,140.70280300000002,162,0.00023622581616537433,Heinrich Ignaz Franz von Biber,Stráž pod Ralskem,50.702803,14.8010274,0.8031677749622728,Czechia,1644,baroque
194.8245121,140.2891605,163,0.0003733258035942675,Franz Benda,Benátky nad Jizerou,50.2891605,14.824512099999998,1.2693077322205095,Czechia,1709,classical
194.695565,141.9514863,164,0.0010126682472481302,Johann Crüger,Guben,51.95148629999999,14.695565,3.4430720406436426,Germany,1598,baroque
191.02988,140.98476789999998,165,0.0006310792680942545,Johann Gottfried Walther,Erfurt,50.98476789999999,11.02988,2.1456695115204654,Germany,1684,baroque
192.4963655,131.9027835,166,7.157428019950625e-05,Giovanni Francesco Anerio,Rome,41.902783500000005,12.4963655,0.24335255267832123,Italy,1560,baroque
192.5316444,142.4125287,167,0.0002577687568861716,Adam Krieger,the Province of Brandenburg,52.4125287,12.531644400000001,0.8764137734129834,Germany,1634,baroque
189.6929845,135.0526206,168,7.157428019950625e-05,Alessandro Besozzi,Piacenza,45.0526206,9.6929845,0.24335255267832123,Italy,1702,classical
190.9078587,133.93034749999998,169,0.0004290486617049264,Francesco Manfredini,Pistoia,43.930347499999996,10.9078587,1.4587654497967497,Italy,1684,classical
189.5410034,144.5117827,170,0.0015571208842454737,Dieterich Buxtehude,the Duchy of Holstein,54.511782700000005,9.5410034,5.294211006434611,Germany,1630,baroque
191.8891721,132.400242,171,0.00017145022369469625,Francesco Soriano,the Province of Viterbo,42.400242,11.8891721,0.5829307605619672,Italy,1540,baroque
190.7092884,140.9469188,172,9.185365958939012e-05,Johann Peter Kellner,Saxe-Gotha-Altenburg,50.9469188,10.7092884,0.3123024426039264,Germany,1705,classical
190.244722,141.051389,173,0.0013903610578205863,Michael Praetorius,Creuzburg,51.051389,10.244722,4.7272275965899935,Germany,1571,baroque
181.909251,137.902964,174,7.157428019950625e-05,Jean-Baptiste Morin (composer),Orléans,47.902964000000004,1.9092509999999998,0.24335255267832123,France,1677,baroque
180.816097,137.2894925,175,0.00050648498539071,Michel Lambert,Indre-et-Loire,47.28949249999999,0.8160970000000001,1.722048950328414,France,1610,baroque
185.5796662,140.6325574,176,7.157428019950625e-05,Mateo Romero (composer),Liège,50.632557399999996,5.5796662,0.24335255267832123,Belgium,1570,baroque
184.835659,135.76404300000002,177,0.0005376544261796143,Louis Marchand,Lyon,45.764043,4.835659,1.8280250490106886,France,1669,baroque
188.2064257,134.9007512,178,0.00020729928511846902,Giovanni Battista Fasolo,Asti,44.90075119999999,8.2064257,0.7048175694027946,Italy,1590,baroque
183.22469949999999,141.209348,179,0.0006437642238019612,Carolus Hacquart,Bruges,51.209348,3.2246995,2.1887983609266684,Belgium,1640,baroque
192.3155151,135.4408474,180,0.00013241241836915789,Francesco Usper,Venice,45.440847399999996,12.315515099999999,0.4502022224551368,Italy,1561,baroque
191.02988,140.98476789999998,181,0.0008545437838756244,Johann Bernhard Bach,Erfurt,50.98476789999999,11.02988,2.905448865177123,Germany,1676,baroque
192.3155151,135.4408474,182,0.00023411817039954312,Giovanni Rovetta,Venice,45.440847399999996,12.315515099999999,0.7960017793584466,Italy,1596,baroque
193.2162494,142.1313922,183,7.157428019950625e-05,Princess Wilhelmine of Prussia,the Margraviate of Brandenburg,52.1313922,13.2162494,0.24335255267832123,Germany,1709,classical
193.0817903,131.4087476,184,0.00012140301305021278,Fabritio Caroso,the Province of Latina,41.408747600000005,13.0817903,0.41277024437072346,Italy,1600,baroque
194.5179223,140.3104415,185,0.0005888506274897699,Josef Seger,Mělník District,50.310441499999996,14.5179223,2.0020921334652177,Czechia,1716,classical
